"brand","model","class","type"
"schneider","stbepi2145","h","PLC"
"schneider","stbnco1010","h","PLC"
"schneider","stbnco2212","h","PLC"
"schneider","stbndn1010","h","PLC"
"schneider","stbndn2212","h","PLC"
"schneider","stbndp1010","h","PLC"
"schneider","stbndp2212","h","PLC"
"schneider","stbnfp2212","h","PLC"
"schneider","stbnib1010","h","PLC"
"schneider","stbnib2212","h","PLC"
"schneider","stbnip2212","h","PLC"
"schneider","stbnmp2212","h","PLC"
"schneider","stbpdt2100","h","PLC"
"schneider","stbpdt2105","h","PLC"
"schneider","stbpdt3100","h","PLC"
"schneider","stbpdt3105","h","PLC"
"schneider","stbspu1000","h","PLC"
"schneider","stbspu1003","h","PLC"
"schneider","stbspu1010","h","PLC"
"schneider","stbspu1011","h","PLC"
"schneider","stbspu1100","h","PLC"
"schneider","stbsus8800","h","PLC"
"schneider","stbxba1000","h","PLC"
"schneider","stbxba2000","h","PLC"
"schneider","stbxba2100","h","PLC"
"schneider","stbxba2200","h","PLC"
"schneider","stbxba2300","h","PLC"
"schneider","stbxba2400","h","PLC"
"schneider","stbxba3000","h","PLC"
"schneider","stbxbe1000","h","PLC"
"schneider","stbxbe1200","h","PLC"
"schneider","stbxbe2100","h","PLC"
"schneider","stbxca1001","h","PLC"
"schneider","stbxca1002","h","PLC"
"schneider","stbxca1003","h","PLC"
"schneider","stbxca1004","h","PLC"
"schneider","stbxca1006","h","PLC"
"schneider","stbxca3002","h","PLC"
"schneider","stbxca3003","h","PLC"
"schneider","stbxca4002","h","PLC"
"schneider","stbxmp1100","h","PLC"
"schneider","stbxmp4440","h","PLC"
"schneider","stbxmp5600","h","PLC"
"schneider","stbxmp6700","h","PLC"
"schneider","stbxmp7700","h","PLC"
"schneider","stbxmp7800","h","PLC"
"schneider","stbxmp7810","h","PLC"
"schneider","stbxsm4800","h","PLC"
"schneider","stbxsm5800","h","PLC"
"schneider","stbxsp3000","h","PLC"
"schneider","stbxsp3010","h","PLC"
"schneider","stbxsp3020","h","PLC"
"schneider","stbxts1100","h","PLC"
"schneider","stbxts1110","h","PLC"
"schneider","stbxts1111","h","PLC"
"schneider","stbxts1120","h","PLC"
"schneider","stbxts1130","h","PLC"
"schneider","stbxts1180","h","PLC"
"schneider","stbxts2100","h","PLC"
"schneider","stbxts2110","h","PLC"
"schneider","stbxts2111","h","PLC"
"schneider","stbxts2120","h","PLC"
"schneider","stbxts2130","h","PLC"
"schneider","stbxts2150","h","PLC"
"schneider","stbxts2180","h","PLC"
"schneider","stbxtt0220","h","PLC"
"schneider","sycspulffcd29m","h","PLC"
"schneider","sycspulfgcd29m","h","PLC"
"schneider","sycspulftcd29m","h","PLC"
"schneider","sycspulfucd29m","h","PLC"
"schneider","sycspulrucd29m","h","PLC"
"schneider","sycspulufcd29m","h","PLC"
"schneider","sycspulugcd29m","h","PLC"
"schneider","sycspulutcd29m","h","PLC"
"schneider","tbxaes400","h","PLC"
"schneider","tbxams620","h","PLC"
"schneider","tbxbas10","h","PLC"
"schneider","tbxblp01","h","PLC"
"schneider","tbxcbs010","h","PLC"
"schneider","tbxcep1622","h","PLC"
"schneider","tbxcsp1622","h","PLC"
"schneider","tbxcsp1625","h","PLC"
"schneider","tbxdes1622","h","PLC"
"schneider","tbxdes1633","h","PLC"
"schneider","tbxdes16c22","h","PLC"
"schneider","tbxdes16f22","h","PLC"
"schneider","tbxdes16s04iat","h","PLC"
"schneider","tbxdms1025","h","PLC"
"schneider","tbxdms1625","h","PLC"
"schneider","tbxdms16c22","h","PLC"
"schneider","tbxdms16c222","h","PLC"
"schneider","tbxdms16p22","h","PLC"
"schneider","tbxdms16s44","h","PLC"
"schneider","tbxdms16s44iat","h","PLC"
"schneider","tbxdss1235","h","PLC"
"schneider","tbxdss1622","h","PLC"
"schneider","tbxdss1625","h","PLC"
"schneider","tbxdss16c22","h","PLC"
"schneider","tbxeep08c22","h","PLC"
"schneider","tbxeep1622","h","PLC"
"schneider","tbxesp08c22","h","PLC"
"schneider","tbxesp1622","h","PLC"
"schneider","tbxfpacc10","h","PLC"
"schneider","tbxgnd015","h","PLC"
"schneider","tbxlep020","h","PLC"
"schneider","tbxlep030","h","PLC"
"schneider","tbxrv015","h","PLC"
"schneider","tbxsep08","h","PLC"
"schneider","tcseak0100","h","PLC"
"schneider","tcseav0100","h","PLC"
"schneider","tlxabeospl7p","h","PLC"
"schneider","tlxabeotpl7p","h","PLC"
"schneider","tlxabespl7p","h","PLC"
"schneider","tlxabev10pl7p","h","PLC"
"schneider","tlxabospl7p","h","PLC"
"schneider","tlxabotpl7p","h","PLC"
"schneider","tlxabspl7p","h","PLC"
"schneider","tlxabv10pl7p","h","PLC"
"schneider","tlxadgag23m","h","PLC"
"schneider","tlxadgas23m","h","PLC"
"schneider","tlxadgat23m","h","PLC"
"schneider","tlxadgau23m","h","PLC"
"schneider","tlxadgg23m","h","PLC"
"schneider","tlxadgs23m","h","PLC"
"schneider","tlxadgt23m","h","PLC"
"schneider","tlxadgu23m","h","PLC"
"schneider","tlxadgy23m","h","PLC"
"schneider","tlxcd3pl7jp45m","h","PLC"
"schneider","tlxcd3pl7jpu45m","h","PLC"
"schneider","tlxcd3pl7mp45m","h","PLC"
"schneider","tlxcd3pl7mpu45m","h","PLC"
"schneider","tlxcd3pl7pp45m","h","PLC"
"schneider","tlxcd3pl7ppu45m","h","PLC"
"schneider","tlxcdfchmiv1m","h","PLC"
"schneider","tlxcdgtw10m","h","PLC"
"schneider","tlxcdofs25m","h","PLC"
"schneider","tlxcdpl7jp45m","h","PLC"
"schneider","tlxcdpl7jpu45m","h","PLC"
"schneider","tlxcdpl7mp45m","h","PLC"
"schneider","tlxcdpl7mpc45m","h","PLC"
"schneider","tlxcdpl7mpu45m","h","PLC"
"schneider","tlxcdpl7pp45m","h","PLC"
"schneider","tlxcdpl7ppu45m","h","PLC"
"schneider","tlxcdtcp50m","h","PLC"
"schneider","tlxcdwsbyp40e","h","PLC"
"schneider","tlxdocpl745e","h","PLC"
"schneider","tlxdocpl745f","h","PLC"
"schneider","tlxdocpl745g","h","PLC"
"schneider","tlxdocpl745s","h","PLC"
"schneider","tlxdocpl745t","h","PLC"
"schneider","tlxleety120f","h","PLC"
"schneider","tlxlpl7fuz34m","h","PLC"
"schneider","tlxlsdkcpl741m","h","PLC"
"schneider","tlxosedpl7pp45m","h","PLC"
"schneider","tlxospl7pp45m","h","PLC"
"schneider","tlxotedpl7mp45m","h","PLC"
"schneider","tlxotpl7mp45m","h","PLC"
"schneider","tlxotpl7pp45m","h","PLC"
"schneider","tlxrcd3pl7jp45m","h","PLC"
"schneider","tlxrcd3pl7mp45m","h","PLC"
"schneider","tlxrcd3pl7pp45m","h","PLC"
"schneider","tlxrcdpl7jp45m","h","PLC"
"schneider","tlxrcdpl7mp45m","h","PLC"
"schneider","tlxrcdpl7mpc45m","h","PLC"
"schneider","tlxrcdpl7pp45m","h","PLC"
"schneider","tlxspl7pp45m","h","PLC"
"schneider","tlxucd3pl7jp45m","h","PLC"
"schneider","tlxucd3pl7pp45m","h","PLC"
"schneider","tlxucdpl7jp45m","h","PLC"
"schneider","tlxucdpl7pp45m","h","PLC"
"schneider","tlxv10pl7pp45m","h","PLC"
"schneider","tpcx57203m","h","PLC"
"schneider","tpcx57353m","h","PLC"
"schneider","tsxaey1600","h","PLC"
"schneider","tsxaey1614","h","PLC"
"schneider","tsxaey414","h","PLC"
"schneider","tsxaey420","h","PLC"
"schneider","tsxaey800","h","PLC"
"schneider","tsxaey810","h","PLC"
"schneider","tsxasy410","h","PLC"
"schneider","tsxasy800","h","PLC"
"schneider","tsxbatm01","h","PLC"
"schneider","tsxbatm02","h","PLC"
"schneider","tsxbatm03","h","PLC"
"schneider","tsxbly01","h","PLC"
"schneider","tsxcanca100","h","PLC"
"schneider","tsxcanca300","h","PLC"
"schneider","tsxcanca50","h","PLC"
"schneider","tsxcancadd03","h","PLC"
"schneider","tsxcancadd1","h","PLC"
"schneider","tsxcancadd3","h","PLC"
"schneider","tsxcancadd5","h","PLC"
"schneider","tsxcancb100","h","PLC"
"schneider","tsxcancb300","h","PLC"
"schneider","tsxcancb50","h","PLC"
"schneider","tsxcancbdd03","h","PLC"
"schneider","tsxcancbdd1","h","PLC"
"schneider","tsxcancbdd3","h","PLC"
"schneider","tsxcancbdd5","h","PLC"
"schneider","tsxcancd100","h","PLC"
"schneider","tsxcancd300","h","PLC"
"schneider","tsxcancd50","h","PLC"
"schneider","tsxcankcdf180t","h","PLC"
"schneider","tsxcankcdf90t","h","PLC"
"schneider","tsxcankcdf90tp","h","PLC"
"schneider","tsxcantdm4","h","PLC"
"schneider","tsxcap030","h","PLC"
"schneider","tsxcap100","h","PLC"
"schneider","tsxcaps15","h","PLC"
"schneider","tsxcaps9","h","PLC"
"schneider","tsxcay21","h","PLC"
"schneider","tsxcay22","h","PLC"
"schneider","tsxcay33","h","PLC"
"schneider","tsxcay41","h","PLC"
"schneider","tsxcay42","h","PLC"
"schneider","tsxcbry2500","h","PLC"
"schneider","tsxcbryk5","h","PLC"
"schneider","tsxcby010k","h","PLC"
"schneider","tsxcby030k","h","PLC"
"schneider","tsxcby050k","h","PLC"
"schneider","tsxcby1000","h","PLC"
"schneider","tsxcby1000k","h","PLC"
"schneider","tsxcby120k","h","PLC"
"schneider","tsxcby180k","h","PLC"
"schneider","tsxcby280k","h","PLC"
"schneider","tsxcby380k","h","PLC"
"schneider","tsxcby500k","h","PLC"
"schneider","tsxcby720k","h","PLC"
"schneider","tsxcbyacc10","h","PLC"
"schneider","tsxcbyk9","h","PLC"
"schneider","tsxccph15","h","PLC"
"schneider","tsxccps15","h","PLC"
"schneider","tsxccps15050","h","PLC"
"schneider","tsxccps15100","h","PLC"
"schneider","tsxcct200","h","PLC"
"schneider","tsxccy1128","h","PLC"
"schneider","tsxcdp053","h","PLC"
"schneider","tsxcdp1001","h","PLC"
"schneider","tsxcdp1003","h","PLC"
"schneider","tsxcdp102","h","PLC"
"schneider","tsxcdp103","h","PLC"
"schneider","tsxcdp202","h","PLC"
"schneider","tsxcdp203","h","PLC"
"schneider","tsxcdp301","h","PLC"
"schneider","tsxcdp302","h","PLC"
"schneider","tsxcdp303","h","PLC"
"schneider","tsxcdp501","h","PLC"
"schneider","tsxcdp503","h","PLC"
"schneider","tsxcdp611","h","PLC"
"schneider","tsxcdy110","h","PLC"
"schneider","tsxcdy120","h","PLC"
"schneider","tsxcfy11","h","PLC"
"schneider","tsxcfy21","h","PLC"
"schneider","tsxcpp110","h","PLC"
"schneider","tsxcpp301","h","PLC"
"schneider","tsxcpy030","h","PLC"
"schneider","tsxcsa100","h","PLC"
"schneider","tsxcsa200","h","PLC"
"schneider","tsxcsa500","h","PLC"
"schneider","tsxcsy164","h","PLC"
"schneider","tsxcsy84","h","PLC"
"schneider","tsxcty2a","h","PLC"
"schneider","tsxcty2c","h","PLC"
"schneider","tsxcty4a","h","PLC"
"schneider","tsxcx100","h","PLC"
"schneider","tsxcxp213","h","PLC"
"schneider","tsxcxp223","h","PLC"
"schneider","tsxcxp233","h","PLC"
"schneider","tsxcxp235","h","PLC"
"schneider","tsxcxp245","h","PLC"
"schneider","tsxcxp611","h","PLC"
"schneider","tsxcxp613","h","PLC"
"schneider","tsxcxp633","h","PLC"
"schneider","tsxcxp635","h","PLC"
"schneider","tsxcxp645","h","PLC"
"schneider","tsxdey08d2","h","PLC"
"schneider","tsxdey16a2","h","PLC"
"schneider","tsxdey16a3","h","PLC"
"schneider","tsxdey16a4","h","PLC"
"schneider","tsxdey16a5","h","PLC"
"schneider","tsxdey16d2","h","PLC"
"schneider","tsxdey16d3","h","PLC"
"schneider","tsxdey16fk","h","PLC"
"schneider","tsxdey32d2k","h","PLC"
"schneider","tsxdey32d3k","h","PLC"
"schneider","tsxdey64d2k","h","PLC"
"schneider","tsxdm5743e","h","PLC"
"schneider","tsxdm57e","h","PLC"
"schneider","tsxdmcpp100e","h","PLC"
"schneider","tsxdmiby100e","h","PLC"
"schneider","tsxdmispy100e","h","PLC"
"schneider","tsxdmozd01e","h","PLC"
"schneider","tsxdmpby100e","h","PLC"
"schneider","tsxdmy28fk","h","PLC"
"schneider","tsxdmy28rfk","h","PLC"
"schneider","tsxdsy08r4d","h","PLC"
"schneider","tsxdsy08r5","h","PLC"
"schneider","tsxdsy08r5a","h","PLC"
"schneider","tsxdsy08s5","h","PLC"
"schneider","tsxdsy08t2","h","PLC"
"schneider","tsxdsy08t22","h","PLC"
"schneider","tsxdsy08t31","h","PLC"
"schneider","tsxdsy16r5","h","PLC"
"schneider","tsxdsy16s4","h","PLC"
"schneider","tsxdsy16s5","h","PLC"
"ge fanuc","cimplicity","a","SCADA"
"schneider","sm1py52","h","PLC"
"schneider","xbtz9730","h","PLC"
"siemens","6es7 211-0ba23-0xb0","h","PLC"
"siemens","6gk7 342-5da02-0xe0","h","PLC"
"siemens","6gk7 342-5df00-0xe0","h","PLC"
"siemens","6gk7 343-2ah00-0xa0","h","PLC"
"siemens","6gk7 343-1ex21-0xe0","h","PLC"
"siemens","6gk7 343-1gx21-0xe0","h","PLC"
"siemens","6ed1 052-1md00-0ba4","h","PLC"
"siemens","et200isp","h","PLC"
"siemens","ec 61850 system configurator","h","OthICS"
"siemens","digsi 4","h","RPD"
"siemens","digsi 5","h","RPD"
"siemens","dk-ertec 200p pn io","h","OthICS"
"siemens","dk-ertec 200pn io","h","OthICS"
"siemens","dk-ertec 200p ","h","OthICS"
"siemens","en100","h","CPIE"
"siemens","en100 ethernet module dnp3","h","CPIE"
"siemens","en100 ethernet module iec 61850","h","CPIE"
"siemens","simatic s7-410","h","PLC"
"siemens","ozw672","h","CPIE"
"siemens","n_pod4","h","PLC"
"ge","ifix","a","SCADA"
"wellintech","kingscada","a","SCADA"
"schneider","intouch","a","SCADA"
"rockwell","1763-l16bbb series a","f","UnkICS"
"rockwell","1766-l32awa series b","f","UnkICS"
"schneider","accutech manager","a","SCADA"
"schneider","citect anywhere","a","SCADA"
"schneider","interactive graphical scada system","a","SCADA"
"schneider","kerweb","a","SCADA"
"schneider","kerwin","a","SCADA"
"schneider","scada expert clearscada","a","SCADA"
"schneider","wonderware historian client","a","UnkICS"
"indusoft","web studio","a","SCADA"
"siemens","sinema remote connect server","a","UnkICS"
"advantech","webaccesscnc","a","CNC_S"
"advantech","webaccess hmi runtime","a","HMI"
"freebsd","400p","h","VFD"
"novell","e30p","h","PLC"
"wago","@iie_h_plc_wago","h","PLC"
"moxa","nport 5210","h","SDS"
"schneider","66074 mge network management card transverse","h","UnkICS"
"sf-auto","e380-4t0370","h","VFD"
"delta","ah500","h","PLC"
"delta","dvp-eh3","h","PLC"
"ge","ic697mdl254rr","h","PLC"
"hollysys","le5107l","h","PLC"
"koyo","h1-2da","h","PLC"
"koyo","sm-24r","h","PLC"
"red lion","lsqs0200","h","PLC"
"rockwell","pf700 20bb042a0a","h","VFD"
"phoenixcontact","150","h","PLC"
"schneider","xbte015110","h","PLC"
"schneider","xbte016010","h","PLC"
"schneider","xbte016110","h","PLC"
"schneider","opc factory server","a","UnkICS"
"schneider","micom p546","h","RPD"
"schneider","micom p642","h","RPD"
"yokogawa","f3sp21","h","PLC"
"schneider","tsxeef16d2","h","PLC"
"schneider","tsxdsy16t2","h","PLC"
"schneider","tsxdsy16t3","h","PLC"
"schneider","tsxdsy32t2k","h","PLC"
"schneider","tsxdsy64t2k","h","PLC"
"schneider","tsxeef08d2","h","PLC"
"schneider","tsxefacc2002","h","PLC"
"schneider","tsxefacc2010","h","PLC"
"schneider","tsxefacc20120","h","PLC"
"schneider","tsxefacc20250","h","PLC"
"schneider","tsxefacc2030","h","PLC"
"schneider","tsxfpca200","h","PLC"
"schneider","tsxfpca500","h","PLC"
"schneider","tsxfpcc100","h","PLC"
"schneider","tsxfpcc200","h","PLC"
"schneider","tsxfpcc500","h","PLC"
"schneider","tsxfpce030","h","PLC"
"schneider","tsxfpcg010","h","PLC"
"schneider","tsxfpcg030","h","PLC"
"schneider","tsxfpcp100","h","PLC"
"schneider","tsxfpcp500","h","PLC"
"schneider","tsxfpcr100","h","PLC"
"schneider","tsxfpcr200","h","PLC"
"schneider","tsxfpcr500","h","PLC"
"schneider","tsxfpp20","h","PLC"
"schneider","tsxfppozd200","h","PLC"
"schneider","tsxibicpdd9004","h","PLC"
"schneider","tsxibicpdd9010","h","PLC"
"schneider","tsxibicpdd9030","h","PLC"
"schneider","tsxibicpdd9070","h","PLC"
"schneider","tsxibicpdd9120","h","PLC"
"schneider","tsxibicpdd9250","h","PLC"
"schneider","tsxibsca100","h","PLC"
"schneider","tsxibsca400","h","PLC"
"schneider","tsxibx100","h","PLC"
"schneider","tsxiby100","h","PLC"
"schneider","tsxispy101","h","PLC"
"schneider","tsxispy101ex","h","PLC"
"schneider","tsxispy111","h","PLC"
"schneider","tsxjnp112","h","PLC"
"schneider","tsxjnp114","h","PLC"
"schneider","tsxmbp100","h","PLC"
"schneider","tsxmbpce002","h","PLC"
"schneider","tsxmbpce030","h","PLC"
"schneider","tsxmbpce060","h","PLC"
"schneider","tsxmcpc002m","h","PLC"
"schneider","tsxmcpc224k","h","PLC"
"schneider","tsxmcpc512k","h","PLC"
"schneider","tsxmfpb096k","h","PLC"
"schneider","tsxmfpp001m","h","PLC"
"schneider","tsxmfpp002m","h","PLC"
"schneider","tsxmfpp004m","h","PLC"
"schneider","tsxmfpp128k","h","PLC"
"schneider","tsxmfpp224k","h","PLC"
"schneider","tsxmfpp384k","h","PLC"
"schneider","tsxmfpp512k","h","PLC"
"schneider","tsxmrpc001m","h","PLC"
"schneider","tsxmrpc001mc","h","PLC"
"schneider","tsxmrpc002m","h","PLC"
"schneider","tsxmrpc003m","h","PLC"
"schneider","tsxmrpc003mc","h","PLC"
"schneider","tsxmrpc007m","h","PLC"
"schneider","tsxmrpc007mc","h","PLC"
"schneider","tsxmrpc01m7","h","PLC"
"schneider","tsxmrpc448k","h","PLC"
"schneider","tsxmrpc768k","h","PLC"
"schneider","tsxmrpf004m","h","PLC"
"schneider","tsxmrpf008m","h","PLC"
"schneider","tsxmrpp128k","h","PLC"
"schneider","tsxmrpp224k","h","PLC"
"schneider","tsxmrpp384k","h","PLC"
"schneider","tsxp570244m","h","PLC"
"schneider","tsxp57103m","h","PLC"
"schneider","tsxp57104m","h","PLC"
"schneider","tsxp57153m","h","PLC"
"schneider","tsxp57154m","h","PLC"
"schneider","tsxp571634m","h","PLC"
"schneider","tsxp57203m","h","PLC"
"schneider","tsxp57204m","h","PLC"
"schneider","tsxp57253m","h","PLC"
"schneider","tsxp57254m","h","PLC"
"schneider","tsxp572623m","h","PLC"
"schneider","tsxp572634m","h","PLC"
"schneider","tsxp572823m","h","PLC"
"schneider","tsxp57303m","h","PLC"
"schneider","tsxp57304m","h","PLC"
"schneider","tsxp57353m","h","PLC"
"schneider","tsxp57354m","h","PLC"
"schneider","tsxp573623m","h","PLC"
"schneider","tsxp574634m","h","PLC"
"schneider","tsxp574823m","h","PLC"
"schneider","tsxp57554m","h","PLC"
"schneider","tsxp575634m","h","PLC"
"schneider","tsxp57ca0244m","h","PLC"
"schneider","tsxp57cd0244m","h","PLC"
"schneider","tsxpacc01","h","PLC"
"schneider","tsxpay262","h","PLC"
"schneider","tsxpay282","h","PLC"
"schneider","tsxpbsca100","h","PLC"
"schneider","tsxpbsca400","h","PLC"
"schneider","tsxpby100","h","PLC"
